DISTRICT,MANDAL,LOCATION NAME,LATITUDE,LONGITUDE,TYPE OF CAMERA,Type Of Analytics
GUNTUR,AMARAVATHI,AMARAVATHI MUSEUM,16.570124,80.358014,FRS,FRS
GUNTUR,AMARAVATHI,"AT TEMPLE ENTRANCE GATE, AMARAVATHI",16.5807011,80.3589849,FRS,FRS
GUNTUR,AMARAVATHI,"AT TEMPLE EXIT GATE, AMARAVATHI",16.5813711,80.3597662,FRS,FRS
GUNTUR,BAPATLA RURAL,SURYA LANKA - HARITHA RESORTS MAIN GATE,15.8404641,80.5082007,FRS,FRS
GUNTUR,BAPATLA URBAN,BAPATLA AG COLLEGE,15.9000302,80.469344,FRS,FRS
GUNTUR,BAPATLA URBAN,BAPATLA MUNICIPAL OFFICE,15.9063421,80.4738384,FRS,FRS
GUNTUR,BAPATLA URBAN,BAPATLA AREA HOSPITAL,15.9074367,80.4699402,FRS,FRS
GUNTUR,BAPATLA URBAN,"RAILWAY STATION PORTICO, BAPATLA",15.9077884,80.4689207,FRS,FRS
GUNTUR,BAPATLA URBAN,"RAILWAY STATION PORTICO, BAPATLA",15.9077631,80.4688639,FRS,FRS
GUNTUR,BAPATLA URBAN,"NEW BUTAND, BAPATLA",15.9084069,80.4785906,FRS,FRS
GUNTUR,BAPATLA URBAN,"NEW BUTAND, BAPATLA",15.9084823,80.478584,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,"GOVERNMENT HOSPITAL, CHILAKALURIPET",16.078575,80.1764867,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,SAI KARTHIKA CITY CENTER BUILDING,16.08782,80.1610967,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,MODERN MALL,16.0936983,80.1666917,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,SBI BANK MAIN BRANCH,16.0935667,80.1651933,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,"MUNICIPAL OFFICE, CHILAKALURIPET",16.09512,80.1666067,FRS,FRS
GUNTUR,CHILAKALURIPET URBAN,"RTC BUS STAND, CHILAKALURIPET",16.0983817,80.168215,FRS,FRS
GUNTUR,DACHEPALLI,"RAILWAY STATION PORTICO, NADIKUDI",16.5908324,79.7244939,FRS,FRS
GUNTUR,DACHEPALLI,"MASID, DACHEPALLI",16.595995,78.738611,FRS,FRS
GUNTUR,DACHEPALLI,"LIBRARY CENTER, DACHEPALLI",16.597024,78.738371,FRS,FRS
GUNTUR,GURAZALA,"GOVERNMENT HOSPITAL, GURAZALA",16.5559196,79.6377951,FRS,FRS
GUNTUR,GURAZALA,ANJANEYASWAMY TEMPLE,16.556696,79.62163,FRS,FRS
GUNTUR,GURAZALA,"BUS STAND, GURAZALA",16.55894,79.6384726,FRS,FRS
GUNTUR,MACHERLA,"MUNICIPAL OFFICE, MACHERLA",16.4720361,79.4321016,FRS,FRS
GUNTUR,MACHERLA,"R.T.C BUS STAND, MACHERLA",16.4760647,79.4391851,FRS,FRS
GUNTUR,MACHERLA,GOVT. HOAPITAL MACHERLA,16.4768915,79.4354975,FRS,FRS
GUNTUR,MACHERLA,"RAILWAY STATION PORTICO, MACHERLA",16.4705491,79.4387588,FRS,FRS
GUNTUR,N.SAGAR,IN SAGARMATHA TEMPLE N.SAGAR,16.55664,79.3013879,FRS,FRS
GUNTUR,N.SAGAR,"LAUNCH STATION ENTRY/EXIT, N. SAGAR",16.5617696,79.3073222,FRS,FRS
GUNTUR,NARASARAOPET TOWN,INSIDE MAIN BUS STAND NRT,16.2276197,80.0504109,FRS,FRS
GUNTUR,NARASARAOPET TOWN,INSIDE MAIN BUS STAND NRT,16.2275204,80.0504508,FRS,FRS
GUNTUR,NARASARAOPET TOWN,"RAILWAY STATION , NARASARAOPET",16.230216,80.0401983,FRS,FRS
GUNTUR,PADAKURAPADU,"RAILWAY STATION OUT SIDE, PEDDAKURAPADU",16.4595192,80.2543233,FRS,FRS
GUNTUR,PIDUGURALLA,"MUNCIPAL OFFICE, PIDUGURALLA",16.4791657,79.8828206,FRS,FRS
GUNTUR,PIDUGURALLA,"BUS STAND IN SIDE, PIDUGURALLA",16.4818582,79.8776326,FRS,FRS
GUNTUR,PIDUGURALLA,SBI BANK IN SIDE,16.4820632,79.8836016,FRS,FRS
GUNTUR,PIDUGURALLA,RAILWAY STATION PORTICO,16.4783094,79.8769039,FRS,FRS
GUNTUR,PONNURU URBAN,"BUS STAND, PONNURU",16.079901,80.548185,FRS,FRS
GUNTUR,PONNURU URBAN,"BUTAND, PONNURU",16.079901,80.58185,FRS,FRS
GUNTUR,REPALLE,MUNCIPAL OFFICE REPALLE,16.0182193,80.8303072,FRS,FRS
GUNTUR,REPALLE,BUS STATION REPALLE,16.019271,80.8280457,FRS,FRS
GUNTUR,REPALLE,RAILWAY STATION REPALLE,16.0193197,80.8289813,FRS,FRS
GUNTUR,REPALLE,"GOVT HOSPITAL, REPALLE",16.0211562,80.8350063,FRS,FRS
GUNTUR,SATTENAPALLI TOWN,"MUNCIPAL OFFICE, SATTENAPALLI",16.3930052,80.1472227,FRS,FRS
GUNTUR,SATTENAPALLI TOWN,"GOVT. HOSPITAL, SATTENAPALLI",16.3951549,80.1490489,FRS,FRS
GUNTUR,SATTENAPALLI TOWN,"BUS STAND, SATTENAPALLI",16.39348,80.15644,FRS,FRS
GUNTUR,SATTENAPALLI TOWN,SATTENAPALLI RAILWAY STATION PORTICO,16.4049711,80.1528558,FRS,FRS
GUNTUR,TENALI,VYKUNTAPURAM TEMPLE,16.2277869,80.647907,FRS,FRS
GUNTUR,TENALI,TENALI BUTAND TERMINAL-2,16.244108,80.644139,FRS,FRS
GUNTUR,TENALI,TENALI MUNICIPAL OFFIC E,16.2376422,80.6448446,FRS,FRS
GUNTUR,TENALI,TENALI BUTAND ENTRANCE,16.2445102,80.6444477,FRS,FRS
GUNTUR,TENALI,GOVT HOSPITAL,16.2449919,80.6311521,FRS,FRS
GUNTUR,THULLURU,COMMAND CONTROL ROOM,16.5116683,80.515395,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT 3RD GATE,16.511825,80.5163017,FRS,FRS
GUNTUR,THULLURU,MSR ASHRAMA INSIDE,16.511808,80.5617817,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT 2ND BLOCK,16.5130789,80.5147779,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT 3RD BLOCK,16.5139789,80.5147707,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT 4TH BLOCK,16.5148296,80.5150188,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT 5TH BLOCK,16.51474,80.5150783,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT GATE 2,16.5151667,80.516225,FRS,FRS
GUNTUR,THULLURU,SECRETARIAT WAITING ROOM,16.515074,80.5161502,FRS,FRS
GUNTUR,THULLURU,FOUNDATION STONE AREA,16.5392883,80.5199867,FRS,FRS
GUNTUR,THULLURU,SHIVAKESTHARAM TEMPLE,16.542395,80.5332483,FRS,FRS
GUNTUR,VINUKONDA,"GOVERNMENT HOSPITAL, VINUKONDA",16.0502513,79.7399262,FRS,FRS
GUNTUR,VINUKONDA,"RAILWAY STATION , VINUKONDA",16.0513255,79.7469832,FRS,FRS
GUNTUR,VINUKONDA,"MUNICIPAL OFFICE, VINUKONDA",16.0510742,79.7429045,FRS,FRS
GUNTUR,VINUKONDA,"RAILWAY STATION, VINUKONDA",16.05099,79.74749,FRS,FRS
GUNTUR,VINUKONDA,"BUS STAND, VINUKONDA",16.0554242,79.7397221,FRS,FRS
GUNTUR,VINUKONDA,"BUS STAND, VINUKONDA",16.055302,79.7400362,FRS,FRS
GUNTUR,AMARAVATHI,"SATTENAPALLI X ROAD, AMARAVATHI",16.5705597,80.3583489,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,"MADDURU JUCTION, AMARAVATHI",16.5745168,80.3590041,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,THULLURU ENTRANCE ROAD,16.5744974,80.3589585,ANPR,ANPR - Free Flow
GUNTUR,ARUNDELPET,SIVALAYAM 4TH LANE ARUNDELPET,16.3038588,80.4433902,FRS,FRS
GUNTUR,AMARAVATHI,KROSURU JUNCTION,16.5773415,80.3587189,ANPR,ANPR - Free Flow
GUNTUR,AMARAVATHI,DHYANA BUDDHA STATUE OPPSITE,16.5775876,80.353752,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,DHYANA BUDDHASTATUE GATE,16.57895,80.3536533,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,"AT TEMPLE ENTRANCE GATE, AMARAVATHI",16.5805292,80.3589484,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,DURGA VILAS CENTER,16.5763877,80.3587968,FIXED,Fixed - General Surveillance
GUNTUR,AMARAVATHI,TEMPLE EXIT,16.5811819,80.3600566,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,KOTHAPET,"RAILWAY STATION IN & OUT, KOTHAPET",16.3005369,80.4431762,FRS,FRS
GUNTUR,AMARAVATHI,BUDDHA BATHING GHAT-2,16.5807661,80.3563408,FIXED,Fixed - General Surveillance
GUNTUR,KOTHAPET,"GGH HOSPITAL, KOTHAPET",16.297469,80.4419773,FRS,FRS
GUNTUR,ATCHAMPET,"SAIBABA TEMPLE, MAIN ROAD, ATCHAMPET",16.6203283,80.1187367,ANPR,ANPR - Free Flow
GUNTUR,ATCHAMPET,"ANJANEYA SWAMY STATUE, MAIN CENTRE, ATCHAMPET",16.6296933,80.1193917,PTZ,PTZ - General Surveillance
GUNTUR,ATCHAMPET,"OPPOSITE MRO OFFICE, ATCHAMPET",16.6277333,80.1232667,FIXED,Fixed - General Surveillance
GUNTUR,ATCHAMPET,TALACHERUVU X ROAD,16.64691,80.116,PTZ,PTZ - General Surveillance
GUNTUR,ATCHAMPET,"CINEMA HALL ROAD, ACHEMPET",16.63292,80.1203,PTZ,PTZ - General Surveillance
GUNTUR,LALAPET,"KANYAKAPARAMESEWARI TEMPLE, LALAPET",16.2878317,80.4456594,FRS,FRS
GUNTUR,ATCHAMPET,CHERUKUALEM,16.68568,80.12468,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA RURAL,POLICE WATCH TOWER,15.8398819,80.5085632,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA RURAL,KANKATAPALEM RAILWAY GATE,15.900545,80.4485583,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA RURAL,BAPATLA POLYTECHNIC COLLEGE,15.8956643,80.4515115,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA RURAL,BAPTLA ENGG COLLEGE,15.891083,80.4394411,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,BAPATLA RURAL,MUTHAYYAPALEM,15.8780304,80.4886983,FIXED,Fixed - General Surveillance
GUNTUR,NAGARAMPALEM,"MASTAN DURGA FRONT SIDE (FRS, FIX) & BACK SIDE",16.2915252,80.4402982,FRS,FRS
GUNTUR,BAPATLA RURAL,NEAR BAPATLA MARKET YARD,15.913817,80.4891158,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,SURYALANKA ROAD,15.8890787,80.473562,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,NEAR MAA CABLE OFFICE,15.8951882,80.4651913,ANPR,ANPR - Free Flow
GUNTUR,NAGARAMPALEM,"COLLECTORATE, NAGARAMPALEM",16.2979188,80.4321278,FRS,FRS
GUNTUR,NAGARAMPALEM,"COLLECTORATE, NAGARAMPALEM",16.2979105,80.4320858,FRS,FRS
GUNTUR,BAPATLA URBAN,KANKATAPALEM JUNCTION,15.8989388,80.4517669,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,CLOCK TOWER CENTRE,15.9039198,80.4680937,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,BAPATLA URBAN,PN PADU FLYOVER BRIDGE DOWN (AT MARKET),15.9039285,80.4673201,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA URBAN,RAJEEV GANDHI COLONY,15.9113108,80.461718,ANPR,ANPR - Free Flow
GUNTUR,OLD GUNTUR,"ANJANEYASWAMY TEMPLE, YADAVA BAZAR, OLDGUNTUR",16.2909148,80.459945,FRS,FRS
GUNTUR,BAPATLA URBAN,UPPARAPALEM,15.9107564,80.4713732,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA URBAN,VIDYA NAGAR,15.9119984,80.4862913,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,VIDYA NAGAR,15.9120064,80.4862632,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,"PEDANANDIPADU FLYOVER BRIDGE ""T"" JUNCTION",15.903977,80.4673792,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,MURTHY RAKSHANA NAGAR,15.9248519,80.4869404,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,VIVEKANANDA COLONY CENTRE,15.8956038,80.475717,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,VIJAYALAKSHMIPURAM,15.8952225,80.4686344,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,ISLAMPET CENTRE,15.9003374,80.4657855,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,AT ANJANEYA SWAMY TEMPLE,15.9013319,80.468826,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,AT SBH BANK (ONE WAY POINT),15.9035832,80.4650788,FIXED,Fixed - General Surveillance
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE APSP BATTALLON ROAD,16.4459,80.59344,PTZ,PTZ - General Surveillance
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE 4 ROAD JUNCTION,16.44699,80.59477,FIXED,Fixed - General Surveillance
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE PETROL BUNK BACKSIDE,16.44699,80.59477,PTZ,PTZ - General Surveillance
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE SECURITY OFFICE LEFT SIDE FACING TOWARDS MAIN GATE,16.44616,80.59445,FRS,FRS
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE SECURITY OFFICE LEST SIDE CAR PARKING,16.44619,80.59438,FRS,FRS
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE SECURITY OFFICE ENTRANCE,16.44609,80.59434,FIXED,Fixed - General Surveillance
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE SECURITY OFFICE BACK SIDE PARKING,16.44607,80.59418,ANPR,ANPR - Free Flow
GUNTUR,MANGALAGIRI RURAL,D.G.P OFFICE SECURITY OFFICE MAIN GATE OUT SIDE,16.44607,80.59428,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,SHARAF BAZAR,15.9037997,80.4660736,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,AT BHAVANNARAYANA SWAMY TEMPLE,15.9054677,80.4678947,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,NEAR TRAVVA CANAL,15.9060481,80.474441,FIXED,Fixed - General Surveillance
GUNTUR,AMARAVATHI,THULLURU ENTRANCE ROAD,16.5744656,80.3589349,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,PATEL NAGAR 1ST LANE,15.9071153,80.476873,FIXED,Fixed - General Surveillance
GUNTUR,AMARAVATHI,KROSURU JUNCTION,16.5773701,80.3588313,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,CHEELU ROAD CENTRE (OLD BUS STAND),15.907991,80.4789337,PTZ,PTZ - General Surveillance
GUNTUR,AMARAVATHI,DHYANA BUDDHA STATUE OPPSITE,16.5788571,80.3535195,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,BAPATLA URBAN,MURTHY RAKSHANA NAGAR,15.9248265,80.4869728,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,CHEELU ROAD CENTRE (NEW BUS STAND),15.9079846,80.4789318,FIXED,Fixed - General Surveillance
GUNTUR,BELLAMKONDA,BELLAM KONDA CRO ROAD,16.4666528,80.0051122,ANPR,ANPR - Free Flow
GUNTUR,BELLAMKONDA,MACHAYAPALEM X ROAD,16.5011688,80.000742,FIXED,Fixed - General Surveillance
GUNTUR,AMARAVATHI,"AT TEMPLE EXIT GATE, AMARAVATHI",16.5811673,80.3600587,PTZ,PTZ - General Surveillance
GUNTUR,BELLAMKONDA,BELLAM KONDA CENTER,16.4905728,80.0062,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,BHATTIPROLU,CHAVALI CENTRE,16.103091,80.7818278,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,ATCHAMPET,"SAIBABA TEMPLE, MAIN ROAD, ATCHAMPET",16.620325,80.118745,ANPR,ANPR - Free Flow
GUNTUR,BHATTIPROLU,PETROL BUNK CENTRE,16.0976245,80.7845601,FIXED,Fixed - General Surveillance
GUNTUR,BHATTIPROLU,AT PALLIKONA MAIN CENTER,16.0623342,80.802706,PTZ,PTZ - General Surveillance
GUNTUR,BHATTIPROLU,AT PEDAPULIVARRU BRIDGE CENTER,16.0872793,80.8282245,PTZ,PTZ - General Surveillance
GUNTUR,BHATTIPROLU,AT VELLATURU CHECK POST CENTER,16.1163247,80.8114391,PTZ,PTZ - General Surveillance
GUNTUR,CHERUKUPALLI,NEAR ARUMBAKA CRO ROAD,16.0422796,80.6710144,ANPR,ANPR - Free Flow
GUNTUR,CHERUKUPALLI,KHADAR KHAN CENTRE,16.045014,80.6770283,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHERUKUPALLI,SANTA BAZAR,16.0474455,80.6787078,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHERUKUPALLI,ISLAND CENTRE,16.0495681,80.6808212,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHERUKUPALLI,AREPALLI X ROAD,16.0558228,80.6895025,ANPR,ANPR - Free Flow
GUNTUR,CHERUKUPALLI,AREPALLI X ROAD,16.0557818,80.6895159,ANPR,ANPR - Free Flow
GUNTUR,CHERUKUPALLI,KOTI CENTRE,16.0519658,80.6838887,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,OLD P.S. JUNCTION,16.0895333,80.1702833,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,SURYALANKA ROAD,15.8891149,80.4736273,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,RTC BUS STAND AREA,16.09884,80.1676783,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA URBAN,NEAR MAA CABLE OFFICE,15.8951621,80.4651724,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,NRT CENTER,16.0947783,80.1657233,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,KANKATAPALEM JUNCTION,15.8989456,80.4517467,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,BOPPUDI ANJANEYASWAMY TEMPLE,16.059965,80.1483183,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA RURAL,HARITHA RESORTS TOP,15.8405294,80.5083955,PTZ,PTZ - General Surveillance
GUNTUR,CHILAKALURIPET RURAL,BOPPUDI ANJANEYASWAMY TEMPLE,16.05997,80.1482833,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,"BOPPUDI SUB WAY ON NH 16, TATAPUDI",16.03165,80.13016,FIXED,Fixed - General Surveillance
GUNTUR,BAPATLA URBAN,RAJEEV GANDHI COLONY,15.9113113,80.4617335,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,LINGAMGUNTLA BRIDZE,16.13616,80.1315917,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,OPPOSITE MADDI LAKSHMAIAH HOUSE,16.0775967,80.1808633,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA URBAN,VIDYA NAGAR,15.9119585,80.4863042,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,CHIRALA ONE WAY,16.0824667,80.1724517,ANPR,ANPR - Free Flow
GUNTUR,BAPATLA URBAN,VIDYA NAGAR,15.9119911,80.4862625,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,P.PATNAM X ROAD,16.0861283,80.161005,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,P.PATNAM X ROAD,16.086265,80.1613717,PTZ,PTZ - General Surveillance
GUNTUR,BAPATLA URBAN,MURTHY RAKSHANA NAGAR,15.9248606,80.4869356,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,MRO OFFICE,16.0861333,80.1642033,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,CLOCK TOWER CENTER,16.086385,80.167925,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,KALAMANDIR CENTER,16.0863667,80.1695083,PTZ,PTZ - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,KALAMANDIR CENTER,16.0870717,80.1696867,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,BAPATLA URBAN,OPP ANJANEYA SWAMI TEMPLE,15.9017578,80.4684981,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHILAKALURIPET URBAN,R.R. SHOWROOM,16.0874817,80.1677133,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,"CHOWTRA CENTER, ANJANEYASWAMY TEMPLE",16.091195,80.168085,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,CHOWTRA CENTER,16.090225,80.1679317,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,NEW P.S. JUNCTION,16.0940017,80.1710133,ANALYTICS,Analytics - Crowd Gathering
GUNTUR,CHILAKALURIPET URBAN,MINISTER HOUSE PREMISES,16.0932033,80.1648517,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,OPP ORANGE BUILDING,16.0937917,80.1664333,ANALYTICS,Analytics - No Parking
GUNTUR,CHILAKALURIPET URBAN,C.R. COLONY 1ST LANE,16.0955617,80.170785,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,RTC BUS STAND OUT GATE,16.0988367,80.1676433,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,AMG CHECK POST,16.1044483,80.1706117,PTZ,PTZ - General Surveillance
GUNTUR,BELLAMKONDA,BELLAM KONDA CRO ROAD,16.4666452,80.0050987,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,NRT CENTER,16.0950733,80.1657883,PTZ,PTZ - General Surveillance
GUNTUR,BELLAMKONDA,MACHAYAPALEM X ROAD,16.5011733,80.0007771,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,OPPOSITE SANTHA,16.0972917,80.1636917,PTZ,PTZ - General Surveillance
GUNTUR,BELLAMKONDA,BELLAM KONDA CENTER,16.4906086,80.0062213,ANALYTICS,Analytics - Wrong Direction
GUNTUR,BELLAMKONDA,BELLAM KONDA CENTER,16.4905927,80.0062264,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,POLICE OUT POST PEDANANDIPADU ROAD,16.08539,80.1734933,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,OPP. RVSCVS HIGH SCHOOL,16.09043,80.1658567,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,BHAVANARUSHI NAGAR,16.0905833,80.1570683,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,KRISHNA MAHAL CENTER,16.090805,80.1703283,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,VIJAYA BANK,16.09101,80.1635583,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,AUDI ANDHRA COLONY,16.092135,80.1579217,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,SUGALI COLONY MAIN ROAD,16.0929517,80.1585817,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,SINGH NAGAR,16.09761,80.1561683,FIXED,Fixed - General Surveillance
GUNTUR,CHERUKUPALLI,SANTA BAZAR,16.047375,80.6787772,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHILAKALURIPET URBAN,BANK COLONY,16.1009083,80.161105,FIXED,Fixed - General Surveillance
GUNTUR,CHERUKUPALLI,ISLAND CENTRE,16.0497455,80.680641,ANPR,ANPR - Free Flow
GUNTUR,CHERUKUPALLI,ISLAND CENTRE,16.0497811,80.6806467,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET URBAN,SBI ATM SUBBAIAH THOTA,16.0907233,80.16478,ANALYTICS,Analytics - Zone Monitoring
GUNTUR,CHERUKUPALLI,AREPALLI X ROAD,16.055851,80.689474,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"NEAR VIJAYALAKSHMI WEIGH BRIDGE, DACHEPALLI",16.58715,79.7541162,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"NEAR VIJAYALAKSHMI WEIGH BRIDGE, DACHEPALLI",16.5871387,79.7541127,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"TANGEDA CRO ROAD, DACHEPALLI",16.5928319,79.7423982,FIXED,Fixed - General Surveillance
GUNTUR,DACHEPALLI,"KAREMPUDI CRO ROAD, DACHEPALLI",16.5937785,79.740317,FIXED,Fixed - General Surveillance
GUNTUR,DACHEPALLI,"BUS STAND CENTRE, DACHEPALLI",16.5941715,79.7385051,FIXED,Fixed - General Surveillance
GUNTUR,DACHEPALLI,"MACHERLA CRO ROAD, DACHEPALLI",16.6009755,79.7252723,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET RURAL,BOPPUDI ANJANEYASWAMY TEMPLE,16.059965,80.14828,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"PONDUGALA CHECKPOST, PONDUGALA",16.6785066,79.664584,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,BOPPUDI ANJANEYASWAMY TEMPLE,16.0599667,80.1483133,ANPR,ANPR - Free Flow
GUNTUR,DACHEPALLI,"PONDUGALA CHECKPOST, PONDUGALA",16.6785141,79.6646037,ANPR,ANPR - Free Flow
GUNTUR,DUGGIRALA,KANTAMRAJU KONDURU,16.3483002,80.602209,ANPR,ANPR - Free Flow
GUNTUR,CHILAKALURIPET RURAL,LINGAMGUNTLA BRIDZE,16.13616,80.1315917,ANPR,ANPR - Free Flow
GUNTUR,DUGGIRALA,CHILUVURU RAILWAY GATE,16.3791371,80.6171767,ANALYTICS,Analytics - Abandoned Object
GUNTUR,DUGGIRALA,DUGGIRALA SIVALAYAM CENTER,16.3272608,80.6292556,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,CHIRALA ONE WAY,16.0824633,80.1724717,ANPR,ANPR - Free Flow
GUNTUR,DUGGIRALA,EMANI CENTER,16.3304755,80.6575665,FIXED,Fixed - General Surveillance
GUNTUR,CHILAKALURIPET URBAN,P.PATNAM X ROAD,16.086125,80.1610383,ANPR,ANPR - Free Flow
GUNTUR,DUGGIRALA,"HP GAS GOWDN, DUGGIRALA",16.3321206,80.6308775,FIXED,Fixed - General Surveillance
GUNTUR,DUGGIRALA,FIVE LAMP CENTRE,16.4064956,80.622119,ANPR,ANPR - Free Flow
GUNTUR,DURGI,"BUS STAND CENTRE, DURGI",16.4245497,79.5403855,FIXED,Fixed - General Surveillance
