DISTRICT,MANDAL,LOCATION NAME,LATITUDE,LONGITUDE,TYPE OF CAMERA,Type Of Analytics
VISAKHAPATNAM,Vskp City,Turner Choultary,17.70897524,83.30062292,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Turner Choultary,17.70897524,83.30062292,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Turner Choultary,17.70897524,83.30062292,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Turner Choultary,17.7090659,83.30054929,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Watch House Junction,17.71111933,83.30326539,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Watch House Junction,17.71111933,83.30326539,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Watch House Junction,17.71111933,83.30326539,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Watch House Junction,17.71111933,83.30326539,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Raghu Enginnering College Dakamarri,17.99416478,83.41387899,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Raghu Enginnering College Dakamarri,17.99416478,83.41387899,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Aditya Degree Collage Srinagar,17.72657103,83.30951646,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Aditya Degree Collage Srinagar,17.72665696,83.30909793,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ashok Nagar Junction,17.72613524,83.30907233,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Dr. Lb College Junction,17.73213715,83.31255463,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Dr. Lb College Junction,17.73213715,83.31255463,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Durga Ganapathi Temple Seethampeta,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Durga Ganapathi Temple Seethampeta,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Eye Hospital Near Satyam Junction,17.73010512,83.31201838,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Eye Hospital Near Satyam Junction,17.73010512,83.31201838,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Fiitjee Collage Dwarakanagar 3Rd Lane,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Fiitjee Collage Dwarakanagar 3Rd Lane,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Medium Pole Near Sri Krishna Vidya Mandir,17.72878471,83.30660464,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,Medium Pole Near Sri Krishna Vidya Mandir,17.72878471,83.30660464,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Near Bvk College Seethampeta,17.73733882,83.30822627,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Near Bvk College Seethampeta,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Prism Collage At Rajendranagar,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Prism Collage At Rajendranagar,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72787887,83.31162307,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72787887,83.31162307,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72787887,83.31162307,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.73010512,83.31201838,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.73010512,83.31201838,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.73010512,83.31201838,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72831727,83.31216878,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72831727,83.31216878,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72831727,83.31216878,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72831727,83.31216878,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.7279681,83.31172238,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.7279681,83.31172238,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.7279681,83.31172238,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.7279681,83.31172238,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Ramatalkies Jn.,17.72821932,83.31148481,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Reddy Hospital Srinagar,17.7294428,83.30978815,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Reliance Petrol Bunk Seethamapeta,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Reliance Petrol Bunk Seethamapeta,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Seethammapeta Krishna Temple Junction,17.73733882,83.30822627,ANALYTICS,Analytics - Loitering
VISAKHAPATNAM,Vskp City,Seethammapeta Krishna Temple Junction,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Seethammapeta Relliveedhi Junction,17.73733882,83.30822627,ANALYTICS,Analytics - Loitering
VISAKHAPATNAM,Vskp City,Seethammapeta Relliveedhi Junction,17.73733882,83.30822627,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Srinagar Junction,17.72764507,83.30969348,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Swarna bharathi Indoor Stadium Junction,17.73039066,83.31536375,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Swarna bharathi Indoor Stadium Junction,17.73039066,83.31536375,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Bell Park Junction Beach Road,17.72550398,83.33878718,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Bell Park Junction Beach Road,17.72550398,83.33878718,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Cosmos Hospital Junction,17.7254,83.32154337,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Cosmos Hospital Junction,17.7254,83.32154337,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,CP Camp Office,17.7254,83.32154337,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,CP Camp Office,17.7254,83.32154337,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Deffence Quarters,17.72372069,83.33659468,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Deffence Quarters,17.72372069,83.33659468,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Dutt Island traffic merging from Siripuram and Tycoon,17.72398058,83.31890137,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Dutt Island traffic merging from Siripuram and Tycoon,17.72398058,83.31890137,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,New Vuda Park Gate,17.72276923,83.33650819,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,New Vuda Park Gate,17.72386379,83.33781453,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Peda waltair RTC Depot Jn. Beach Road,17.7254,83.32154337,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Peda waltair RTC Depot Jn. Beach Road,17.7254,83.32154337,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Peda waltair RTC Depot Jn. Beach Road,17.7254,83.32154337,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ramalakshmi Appartment Jn Peda Waltair,17.73395285,83.33191033,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Ramalakshmi Appartment Jn Peda Waltair,17.73395285,83.33191033,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ramalakshmi Appartment Jn Peda Waltair,17.73379501,83.33200251,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ramalakshmi Appartment Jn Peda Waltair,17.73396592,83.33178862,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Rani Chandramathi Devi Hospital Junction,17.72750607,83.33480582,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Rani Chandramathi Devi Hospital Junction,17.72750607,83.33480582,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Shivaji Park Gate Shivajipalem,17.73547088,83.33026647,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Shivaji Park Gate Shivajipalem,17.73547088,83.33026647,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73685102,83.33506271,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73685102,83.33506271,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73685102,83.33506271,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73684922,83.33520262,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73684922,83.33520262,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73684922,83.33520262,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Ushodaya Junction,17.73691232,83.33511902,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Visakha Eye Hospital Junction,17.73547283,83.33026435,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Visakha Eye Hospital Junction,17.73547283,83.33026435,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Visakha Eye Hospital Junction,17.73547283,83.33026435,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78099432,83.38066139,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78099432,83.38066139,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78099432,83.38066139,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78117136,83.38082968,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78117136,83.38082968,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gitam Collage,17.78117136,83.38082968,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Century Club Junction,17.71166077,83.31352007,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Century Club Junction,17.71058011,83.31488284,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Varun Inox Chourastha,17.71136069,83.31611756,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Varun Inox Chourastha,17.71136069,83.31611756,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Varun Inox Chourastha,17.71133929,83.31608367,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Aditya Appartments (It Hub) Junction,17.79991326,83.38725454,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Aditya Appartments (It Hub) Junction,17.79965398,83.38718624,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Coastal Daba Junction Pedda Rushikonda,17.79130091,83.38758863,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Coastal Daba Junction Pedda Rushikonda,17.79120844,83.38755083,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Hill-2,17.81014489,83.38936231,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Hill-2,17.81014489,83.38936231,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Hill-3,17.81104139,83.38573207,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Hill-3,17.81104139,83.38573207,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Junction Pm Palem 100 Feet Road,17.81361206,83.37831616,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Junction Pm Palem 100 Feet Road,17.81351659,83.37849012,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Junction Pm Palem 100 Feet Road,17.81340669,83.37861842,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79508158,83.39119907,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79508158,83.39119907,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79508158,83.39119907,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79498019,83.39150587,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79498019,83.39150587,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79498019,83.39150587,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79463985,83.39119531,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79463985,83.39119531,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,It Sez Junction,17.79463985,83.39119531,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Polamamba Temple,17.79256106,83.38434869,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Polamamba Temple,17.79256106,83.38434869,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Rushikonda,17.78298228,83.38232383,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Rushikonda,17.78298228,83.38232383,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Rushikonda,17.78257561,83.38227651,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Rushikonda,17.78257561,83.38227651,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78452617,83.38270382,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78452617,83.38270382,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78452617,83.38270382,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78434705,83.3830496,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78434705,83.3830496,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78434705,83.3830496,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78464832,83.38332648,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78464832,83.38332648,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Yendada Rushikonda Junction,17.78464832,83.38332648,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,To The Pole On The Brts RoadOpp.Shankar Cinema Theater,17.74922692,83.21895953,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,To The Pole On The Brts RoadOpp.Shankar Cinema Theater,17.74922692,83.21895953,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,1. Brts Road Lighting Pole(Opp. Granite & Tiles D.No.13-153/2,17.75663091,83.2173745,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,1. Brts Road Lighting Pole(Opp. Granite & Tiles D.No.13-153/2,17.75663091,83.2173745,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,1. Brts Road Lighting Pole(Opp. Granite & Tiles D.No.13-153/2,17.75616444,83.21719524,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74386151,83.22869431,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74386151,83.22869431,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74386151,83.22869431,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.7436402,83.22850022,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.7436402,83.22850022,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.7436402,83.22850022,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74399482,83.22811059,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74399482,83.22811059,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Butchirajupalem Junciton,17.74399482,83.22811059,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Butchirajupalem Junction pole2,17.74377495,83.23112014,ANALYTICS,Analytics - Loitering
VISAKHAPATNAM,Vskp City,Butchirajupalem Junction pole2,17.74377495,83.23112014,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Butchirajupalem near lot mobil,17.74334595,83.23429797,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,Butchirajupalem near lot mobil,17.74334595,83.23429797,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75216818,83.21777887,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75216818,83.21777887,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75216818,83.21777887,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75137841,83.21783609,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75137841,83.21783609,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75137841,83.21783609,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75153764,83.217819,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75153764,83.217819,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75153764,83.217819,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75153764,83.217819,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75218861,83.21775205,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75218861,83.21775205,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75218861,83.21775205,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75218861,83.21775205,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75190534,83.21806091,RLVD,RLVD
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75190534,83.21806091,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Gpt Petrol Bunk Jn.,17.75190534,83.21806091,ANPR,ANPR - RLVD supported
VISAKHAPATNAM,Vskp City,Nad Alpha Hotel Complex,17.74299684,83.23422204,ANALYTICS,Analytics - No Parking
VISAKHAPATNAM,Vskp City,Nad Alpha Hotel Complex,17.74299684,83.23422204,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Nad Alpha Hotel Complex,17.74299684,83.23422204,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Nad Alpha Hotel Complex,17.74276532,83.23488754,ANALYTICS,Analytics - No Parking
VISAKHAPATNAM,Vskp City,Nad Alpha Hotel Complex,17.74276532,83.23488754,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Near Mahathi SchoolJunctionOpp Kumari Kalayana Mandapam,17.75440328,83.21968886,ANALYTICS,Analytics - Crowd Gathering
VISAKHAPATNAM,Vskp City,Near Mahathi SchoolJunctionOpp Kumari Kalayana Mandapam,17.75445821,83.21979572,ANALYTICS,Analytics - Crowd Gathering
VISAKHAPATNAM,Vskp City,Near Mahathi SchoolJunctionOpp Kumari Kalayana Mandapam,17.75445821,83.21979572,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Old Gopalapatnam Near Railway Gate,17.74219495,83.22513072,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Old Gopalapatnam Near Railway Gate,17.74219495,83.22513072,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Rythu Bazar Junction,17.75355568,83.21718684,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Rythu Bazar Junction,17.75329513,83.21647881,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Sivalayam Susarla Colony,17.74528332,83.23153931,ANALYTICS,Analytics - Loitering
VISAKHAPATNAM,Vskp City,Sivalayam Susarla Colony,17.74528332,83.23153931,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Sivalayam Susarla Colony,17.74520418,83.2314289,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,To The Electrical Pole On The Brts Road Opp.Sai Harsha Enterprises,17.74467362,83.22553893,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,To The Electrical Pole On The Brts Road Opp.Sai Harsha Enterprises,17.74467362,83.22553893,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Virat Nagar,17.76075081,83.22235069,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Virat Nagar,17.76012687,83.22198597,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Electrical Pole No 87 A/3/2 Near Blue Diamond Hotel,17.68960276,83.23862689,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,Electrical Pole No 87 A/3/2 Near Blue Diamond Hotel,17.68960276,83.23862689,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Ex-Srevice Men Colony,17.68771358,83.23226205,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Ex-Srevice Men Colony,17.68771358,83.23226205,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Ex-Srevice Men Colony,17.68771358,83.23226205,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gvmc Ground Sriharipuram,17.68973089,83.2343766,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Gvmc Ground Sriharipuram,17.68973089,83.2343766,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Gvmc Ground Sriharipuram,17.68973089,83.2343766,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gvmc Hospital,17.69018946,83.23300145,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Gvmc Hospital,17.69018946,83.23300145,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Sri Haripuram Market,17.68993652,83.23451217,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Sri Haripuram Market,17.68993652,83.23451217,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Sri Haripuram Market,17.68993652,83.23451217,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68979231,83.23639646,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68979231,83.23639646,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68979231,83.23639646,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68978012,83.2365818,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68978012,83.2365818,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68978012,83.2365818,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68575075,83.23568685,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68575075,83.23568685,ANPR,ANPR - Free Flow
VISAKHAPATNAM,Vskp City,Sriharipuram Junction,17.68575075,83.23568685,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Vemana Mandiram Junction,17.72432273,83.31147648,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Vemana Mandiram Junction,17.72432273,83.31147648,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,1.Bombay Gas Light,17.72436863,83.31131118,ANALYTICS,Analytics - Wrong Direction
VISAKHAPATNAM,Vskp City,1.Bombay Gas Light,17.72436863,83.31131118,ANALYTICS,Analytics - No Parking
VISAKHAPATNAM,Vskp City,Anr Shopping Mall Dwarakanagar,17.72578038,83.30619632,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Anr Shopping Mall Dwarakanagar,17.72578038,83.30619632,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Canara Bank Iv Town Down,17.73647493,83.30453686,FIXED,Fixed - General Surveillance
VISAKHAPATNAM,Vskp City,Canara Bank Iv Town Down,17.73647493,83.30453686,PTZ,PTZ - General Surveillance
VISAKHAPATNAM,Vskp City,Chaitanya College Near Budhil Park,17.72567441,83.30708418,FIXED,Fixed - General Surveillance
